3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",8/8/2022,30,7,4,183,56,"0,061","1,216","0,133","0,019",43,"8,5",2091,Âm tính,Dương tính,1500,72,Trung bình,"N-NO2- vượt ngưỡng 1,2 lần, N-NH4+ vượt ngưỡng 4,1 lần, P-PO43- vượt ngưỡng 1,3 lần, Aeromonas vượt ngưỡng 2,1 lần.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
8,Tấn Long – Tấn Mỹ,An Giang,Chợ Mới,"10,537278
 105,491972",06/03/2022,30,"7,5","4,5",251,73,0,"1,02","0,131",0,"31,5","4,6",380,,,2000,88,Tốt,"3-
 N-NH4+ vượt ngưỡng 3,4 lần; P-PO4 vượt
 ngưỡng 1,3 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",04/04/2022,"29,7",7,4,287,63,"0,098","1,082","0,13",0,80,"8,2",1360,Âm tính,Dương tính,2300,77,Trung bình,"N-NO2- vượt ngưỡng 2,0 lần, N-NH4+ vượt ngưỡng 3,6 lần, P-PO43- vượt ngưỡng 1,3 lần; Aeromonas vượt ngưỡng 1,4 lần; Edwardsiella ictaluri: Dương tính.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh"
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",30/5/2022,"30,5","7,5",4,257,56,"0,142","1,405","0,129",0,"30,5","5,3",890,Âm tính,Dương tính,4300,76,Trung bình,"N-NO2- vượt ngưỡng 2,8 lần, N-NH4+ vượt ngưỡng 4,7 lần, P-PO43- vượt ngưỡng 1,3 lần; Coliform vượt ngưỡng 1,7 lần.",- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
11,Tây An – Mỹ Thới,An Giang,Long Xuyên,"10,341778
 105,449056",22/8/2022,"30,5","7,3",4,148,48,"0,048","0,818","0,125","0,018",44,"7,3",290,Âm tính,Âm tính,4300,87,Tốt,"N-NH4+ vượt ngưỡng 2,7 lần, P-PO43- vượt ngưỡng 1,3 lần, Coliform vượt ngưỡng 1,7 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",22/8/2022,30,7,4,148,47,"0,047","0,83","0,121","0,021",45,"5,5",130,Âm tính,Âm tính,2300,87,Tốt,"N-NH4+ vượt ngưỡng 2,8 lần, P-PO43- vượt ngưỡng 1,2 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
11,Tây An – Mỹ Thới,An Giang,Long Xuyên,"10,341778
 105,449056",06/03/2022,29,"7,3","4,5",242,66,"0,047","1,105","0,119","0,011",75,"2,7",190,,,2300,83,Tốt,"3-
 N-NH4+ vượt ngưỡng 3,7 lần; P-PO4 vượt
 ngưỡng 1,2 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
6,Sông Tiền 1- Cầu Vịnh Tre,An Giang,Châu Phú,"10,618481
 105,209731",04/04/2022,30,"7,3",4,230,68,"0,067","0,591","0,118","0,012",37,"5,5",5100,Âm tính,Dương tính,46000,45,Trung bình,"N-NO2- vượt ngưỡng 1,3 lần, N-NH4+ vượt ngưỡng 2,0 lần, P-PO43- vượt ngưỡng 1,2 lần; Aeromonas vượt ngưỡng 5,1 lần, Coliform vượt ngưỡng 18,4 lần; Edwardsiella ictaluri: Dương tính.","- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh"
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",27/6/2022,30,"7,5",4,274,51,"0,071","1,254","0,116","0,02",46,"7,6",810,Âm tính,Dương tính,24000,80,Trung bình,"N-NO2- vượt ngưỡng 1,4 lần, N-NH4+ vượt ngưỡng 4,2 lần, P-PO43- vượt ngưỡng 1,2 lần,
  Coliform vượt ngưỡng 9,6 lần",- Ô nhiễm hữu cơ nên không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
1,Bến đò Phú Lạc - Cồn Khánh Hòa,An Giang,Châu Phú,"10,694589
 105,189900",06/03/2022,29,"7,3",4,252,73,"0,011","1,076","0,113","0,025","33,5","4,3",340,,,2800,84,Tốt,"N-NH4+ vượt ngưỡng 3,6 lần, P-PO43- vượt ngưỡng 1,1 lần;
 Coliform vượt ngưỡng 1,1 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",24/07/2023,"29,7","7,5",4,328,50,"0,102","0,9","0,11",0,31,"13,2",670,Âm tính,Dương tính,700,83,Trung bình,"N-NO2- vượt ngưỡng 2 lần, N-NH4+ vượt ngưỡng 3 lần, P-PO43- vượt ngưỡng 1,1 lần, Aeromonas hydrophila: Dương tính","Ô nhiễm dinh dưỡng, có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi."
2,Bến đò Chùa - Cồn Bình Thủy,An Giang,Châu Phú,"10,451217 105,383675",21/05/2024,"30,5","7,9","4,5",208,"66,7","0,092","0,108","0,108",0,16,"2,9",780,Dương tính,Dương tính,2400,97,Rất tốt,"DO, Edwardsiella ictaluri, Aeromonas hydrophilla = Dương tính","Nguồn nước có dấu hiệu ô nhiễm hữu cơ, cần xử lý nước trước khi cấp vào ao nuôi. Có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophilla vì vậy cần diệt khuẩn nguồn nước trước khi cấp vào ao nuôi."
2,Bến đò Chùa - Cồn Bình Thủy,An Giang,Châu Phú,"10,451217
 105,383675",18/4/2022,30,"7,3",4,273,69,"0,222","0,304","0,106","0,012",81,"7,7",280,Âm tính,Dương tính,2300,88,Tốt,"N-NO2- vượt ngưỡng 4,4 lần, N-NH4+ vượt ngưỡng 1,0 lần, P-PO43- vượt ngưỡng 1,1 lần.
 Edwardsiella ictaluri: Dương tính.","- Có dấu hiệu ô nhiễm hữu cơ, không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
 - Cần diệt khuẩn để loại trừ mầm bệnh."
8,Tấn Long - Tấn Mỹ,An Giang,Chợ Mới,"10,537278 105,491972",20/05/2024,30,"7,6","5,5",196,"44,4","0,055","0,104","0,104",0,11,"2,2",520,Âm tính,Dương tính,46,100,Rất tốt,Aeromonas hydrophilla = Dương tính Coliform=46000MPN/mL,Có sự hiện diện của Aeromonas hydrophilla vì vậy cần diệt khuẩn nguồn nước trước khi cấp vào ao nuôi.
9,Bình Thành,An Giang,Phú Tân,"10,596639 105,228278",20/05/2024,31,"7,7","4,5",258,"46,5","0,088","0,103","0,103",0,"59,5","4,8",980,Âm tính,Dương tính,9500,96,Rất tốt,"DO, TSS
Aeromonas hydrophilla = Dương tính Coliform=9500MPN/mL","Nguồn nước có dấu hiệu ô nhiễm hữu cơ, chất rắn lơ lửng cao, có sự hiện diện của Aeromonas hydrophilla vì vậy cân lắng, xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi. Chú ý an toàn vệ sinh thực phẩm."
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",10/1/2022,27,7,5,181,"48,5","0,061","0,604","0,102",0,70,"5,7",50,Âm tính,Dương tính,15000,94,Trung bình,"N-NO2- vượt ngưỡng 1,2 lần, N-NH4+ vượt ngưỡng 2 lần, P-PO43- vượt ngưỡng 1 lần, Coliform vượt ngưỡng 6 lần.","- Ô nhiễm hữu cơ, không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản."
7,"Khu vực Vĩnh Hòa, Vĩnh Xương",An Giang,Tân Châu,"10,870389
 105,185161",16/5/2022,"30,5","7,5",4,202,49,"0,022","0,482","0,101",0,"56,5","8,2",170,Âm tính,Dương tính,9300,91,Tốt,"N-NH4+ vượt ngưỡng 1,6 lần, P-PO43- vượt ngưỡng 1,0 lần. Coliform vượt ngưỡng 3,7 lần.",- Không sử dụng nước trực tiếp cho nuôi trồng thuỷ sản.
4,Bến đò Sơn Đốt - Nhơn Mỹ,An Giang,Chợ Mới,"10,44794 105,39322",20/05/2024,31,"7,5",4,266,"44,4","0,06","0,101","0,101",0,23,"2,4",250,Dương tính,Dương tính,1100,93,Rất tốt,"DO, Edwardsiella ictaluri, Aeromonas hydrophilla = Dương tính","Nguồn nước có dấu hiệu ô nhiễm hữu cơ, cần xử lý nước trước khi cấp vào ao nuôi. Có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophilla vì vậy cần diệt khuẩn nguồn nước trước khi cấp vào ao nuôi."
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",06/08/2023,"30,5","7,5",4,204,44,"0,05","0,936","0,1","0,022",48,"15,8",1918,Âm tính,Dương tính,2800,72,Tốt,"N-NH4+ vượt ngưỡng 3,1 lần, Aeromonas vượt ngưỡng 1,9 lần Coliform vượt ngưỡng 1,1 lần, Aeromonas hydrophila: Dương tính",Sử dụng hóa chất hoặc chế phẩm sinh học diệt khuẩn nguồn nước trước khi cấp vào ao nuôi. Chú ý an toàn vệ sinh thực phẩm.
7,"Khu vực Vĩnh Hòa, Vĩnh Xương",An Giang,Tân Châu,"10,870389 105,185161",22/05/2024,30,"7,5","4,5",211,"62,6","0,041","0,1","0,1",0,"45,5","8,6",2300,Âm tính,Dương tính,24,83,Tốt,"DO, Aeromonas, Aeromonas hydrophilla = Dương tính Coliform=24000MPN/mL","Nguồn nước có dấu hiệu ô nhiễm hữu cơ, mật độ vi khuẩn aeromonas cao đồng thời có sự hiện diện của Aeromonas hydrophilla cần lắng, xử lý và diệt khuẩn nước trước khi cấp vào ao nuôi."
6,Sông Tiền 1 - Cầu Vịnh Tre,An Giang,Châu Phú,"10,618481 105,209731",21/05/2024,30,"7,6",4,256,"45,5","0,046","0,098","0,098",0,30,"5,6",2300,Dương tính,Dương tính,3600,80,Tốt,"DO, Aeromonas Edwardsiella ictaluri, Aeromonas hydrophilla = Dương tính Coliform=3600MPN/mL","Nguồn nước có dấu hiệu ô nhiễm hữu cơ, mật độ vi khuẩn aeromonas cao đồng thời có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophilla cần lắng, xử lý và diệt khuẩn nước trước khi cấp vào ao nuôi."
5,Cầu Kênh Ông Cò - Vĩnh Trạch,An Giang,Thoại Sơn,"10,323100
 105,330400",26/06/2023,"30,5","7,5",4,286,"62,2","0,095","1,136","0,097",0,"86,5","7,6",1436,Âm tính,Dương tính,9300,76,Trung bình,"N-NO2- vượt ngưỡng 1,9 lần, N-NH4+ vượt ngưỡng 3,8 lần, Aeromonas vượt ngưỡng 1,4 lần, Coliform vượt ngưỡng 3,7 lần, Aeromonas hydrophila: Dương tính,","Ô nhiễm dinh dưỡng, Aeromonas cao đồng thời có sự hiện diện của Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi. Chú ý an toàn vệ sinh thực phẩm."
8,Tấn Long – Tấn Mỹ,An Giang,Chợ Mới,"10,537278
 105,491972",18/4/2022,30,"7,5","5,5",244,69,"0,02","0,147","0,097",0,76,"3,3",920,Âm tính,Âm tính,2300,96,Rất tốt,---,---
3,Kênh Cái Sao - Bờ Hồ- Mỹ Thới,An Giang,Long Xuyên,"10,318856
 105,442842",25/06/2023,"30,5","7,5","4,5",286,"63,3","0,099","1,256","0,096","0,011","75,5","7,3",1736,Dương tính,Dương tính,15000,76,Trung bình,"N-NO2- vượt ngưỡng 2 lần, N-NH4+ vượt ngưỡng 4,2 lần, Aeromonas vượt ngưỡng 1,7 lần. Coliform vượt ngưỡng 6 lần. Edwardsiella ictaluri và Aeromonas hydrophila: Dương tính,","Ô nhiễm dinh dưỡng, Aeromonas cao đồng thời có sự hiện diện của Edwardsiella ictaluri, Aeromonas hydrophila có thể gây bệnh trên cá da trơn cần xử lý nước và diệt khuẩn trước khi cấp vào ao nuôi. Chú ý an toàn vệ sinh thực phẩm."
